Job Title,Company,Location,Salary,Category,Benefits,Extract Date,Posted Date,Website,Job URL
Pekerja Am,QL Livestock Farming Sdn Bhd,"Kota Samarahan, Sarawak",,"Office ManagementOffice Management , Administration & Office Support(Administration & Office Support)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100016?type=standard&ref=search-standalone
TECHNICIAN,Thian Sheng Automobile And Services Sdn. Bhd.,"Kuching, Sarawak",,"Automotive TradesAutomotive Trades , Trades & Services(Trades & Services)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042263?type=standard&ref=search-standalone
Sales Manager,CSF Agency,"Kuching, Sarawak",,"ManagementManagement , Sales(Sales)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042343?type=standard&ref=search-standalone
Sales Executive,CSF Agency,"Kuching, Sarawak",,"Client ServicesClient Services , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043302?type=standard&ref=search-standalone
Software Engineering Manager (Technical Role),Petronas Lubricants International Sdn Bhd,"Kuching, Sarawak",,"ArchitectsArchitects , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042310?type=standard&ref=search-standalone
ACCOUNT ASSISTANT,SEROJA TIMOR GAS SDN BHD,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,22d ago,Jobstreet,https://www.jobstreet.com.my/job/75986067?type=standard&ref=search-standalone
Quantity Surveyor,E GREEN VENTURES (EGV) SDN. BHD.,"Kuching, Sarawak",,"SurveyingSurveying , Construction(Construction)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043432?type=standard&ref=search-standalone
MAINTENANCE ASSISTANT,PURNAMA HOTEL LIMBANG,"Kuching, Sarawak",,"Body Corporate & Facilities ManagementBody Corporate & Facilities Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,22d ago,Jobstreet,https://www.jobstreet.com.my/job/75985962?type=standard&ref=search-standalone
Admin Officer,Healthy World Lifestyle Sdn Bhd (Ogawa),"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956491?type=standard&ref=search-standalone
Junior Project Engineer,Onestop Renovation Company,"Kuching, Sarawak",,"Project ManagementProject Management , Construction(Construction)",,09-06-2024,22d ago,Jobstreet,https://www.jobstreet.com.my/job/75986171?type=standard&ref=search-standalone
ELECTRICAL TECHNICIAN,SYARIKAT AM-ME SDN. BHD.,"Kuching, Sarawak",,"Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",,09-06-2024,22d ago,Jobstreet,https://www.jobstreet.com.my/job/75986074?type=standard&ref=search-standalone
GENERAL WORKER,MIASARA ENTERPRISE,"Kuching, Sarawak",,"Kitchen & Sandwich HandsKitchen & Sandwich Hands , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043394?type=standard&ref=search-standalone
ACCOUNT EXECUTIVE,J P SEPADU SDN. BHD.,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980533?type=standard&ref=search-standalone
Assistant Civil Engineer,Geospec Sdn Bhd,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980382?type=standard&ref=search-standalone
Project Engineer,Environmental Solution,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75966394?type=standard&ref=search-standalone
SENIOR ADMIN CLERK,HIGH RISE ENERGY SDN BHD,"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980661?type=standard&ref=search-standalone
Inventory Clerk,ARCTIC BLUE TRADING SDN BHD,"Kuching, Sarawak",,"Sales Representatives/ConsultantsSales Representatives/Consultants , Sales(Sales)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75979993?type=standard&ref=search-standalone
General Worker,LPT,"Kuching, Sarawak",,"Waiting StaffWaiting Staff , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042497?type=standard&ref=search-standalone
Head of Engineering (Kuching),One Medicare Sdn Bhd,"Kuching, Sarawak",,"Body Corporate & Facilities ManagementBody Corporate & Facilities Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980910?type=standard&ref=search-standalone
Quality Analyst,Sarawak Medical Centre Sdn Bhd,"Kuching, Sarawak",,"Laboratory & Technical ServicesLaboratory & Technical Services , Science & Technology(Science & Technology)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75955772?type=standard&ref=search-standalone
Administrative Supervisor,Leesing Logistics ( E.M ) Sdn Bhd,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980264?type=standard&ref=search-standalone
General worker,ATMOSFERAH RESTAURANT (KCH) SDN BHD,"Kuching, Sarawak",,"HousekeepingHousekeeping , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,21d ago,Jobstreet,https://www.jobstreet.com.my/job/76008458?type=standard&ref=search-standalone
ACCOUNT EXECUTIVE,PJP BARISAN HCM JV SDN. BHD.,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980523?type=standard&ref=search-standalone
Assistant Restaurant Manager (Trainee) -OPEN TO REALLOCATION,Johnny's Restaurant & Black Canyon Restaurant,"Kuching, Sarawak",,"ManagementManagement , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75979937?type=standard&ref=search-standalone
Human Resource Admin Executive,FIEDGEO SDN BHD,"Kuching, Sarawak",,"Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75955608?type=standard&ref=search-standalone
ELECTRICAL ENGINEER,ALPHA BETA JP SDN. BHD.,"Kuching, Sarawak",,"Body Corporate & Facilities ManagementBody Corporate & Facilities Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980565?type=standard&ref=search-standalone
Uniqlo Brand Specialist - Vivacity Megamall,UNIQLO (MALAYSIA) SDN. BHD.,"Kuching, Sarawak",,"Management - StoreManagement - Store , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980353?type=standard&ref=search-standalone
Sales Executive,COMSERV (Sarawak) Sdn Bhd (137055-X),"Kuching, Sarawak",,"ConsultantsConsultants , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980558?type=standard&ref=search-standalone
ACCOUNT EXECUTIVE,CANARD MEDIA SDN. BHD.,"Kuching, Sarawak",,"Event ManagementEvent Management , Marketing & Communications(Marketing & Communications)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956637?type=standard&ref=search-standalone
Pharmacist,Public Medicare Group Sdn. Bhd.,"Kuching, Sarawak",,"PharmacyPharmacy , Healthcare & Medical(Healthcare & Medical)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956553?type=standard&ref=search-standalone
Sales and Marketing Executive,ARCTIC BLUE TRADING SDN BHD,"Kuching, Sarawak",,"Agronomy & Farm ServicesAgronomy & Farm Services , Farming, Animals & Conservation(Farming, Animals & Conservation)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980351?type=standard&ref=search-standalone
LEGAL ASSISTANT,PETER YAP & ASSOCIATES SDN BHD,"Kuching, Sarawak",,"Law Clerks & ParalegalsLaw Clerks & Paralegals , Legal(Legal)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75934758?type=standard&ref=search-standalone
DATA ENTRY,Mahsuri Ria Sdn Bhd,"Kuching, Sarawak",,"Data Entry & Word ProcessingData Entry & Word Processing , Administration & Office Support(Administration & Office Support)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956038?type=standard&ref=search-standalone
MARKETING CUM CONTENT CREATOR,CAG Tech Sdn Bhd,"Kuching, Sarawak",,"Digital & Search MarketingDigital & Search Marketing , Marketing & Communications(Marketing & Communications)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980495?type=standard&ref=search-standalone
ELECTRICAL ENGINEER,Cahya Mata Cement Sdn Bhd,"Kuching, Sarawak",,"Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956610?type=standard&ref=search-standalone
SALES ADVISOR,DAI MAX AUTOMOBILE SDN. BHD.,"Kuching, Sarawak",,"Sales Representatives/ConsultantsSales Representatives/Consultants , Sales(Sales)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75981475?type=standard&ref=search-standalone
QAQC Engineer,PMW Industries Sdn Bhd,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956611?type=standard&ref=search-standalone
Office Boy cum General Worker,Heng Lian Enterprise Bhd,"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75956724?type=standard&ref=search-standalone
Production Engineer,PMW Industries Sdn Bhd,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956916?type=standard&ref=search-standalone
Operation Executive,ROCK MAESTRO SDN. BHD.,"Kuching, Sarawak",,"Office ManagementOffice Management , Administration & Office Support(Administration & Office Support)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934791?type=standard&ref=search-standalone
Procurement Executive,Cahya Mata Professionals Sdn Bhd,"Kuching, Sarawak",,"Purchasing, Procurement & InventoryPurchasing, Procurement & Inventory , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934876?type=standard&ref=search-standalone
F&B SERVICE CREW,HLH INTERNATIONAL SDN. BHD.,"Kuching, Sarawak",,"Waiting StaffWaiting Staff , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956512?type=standard&ref=search-standalone
Software Specialist,COMSERV (Sarawak) Sdn Bhd (137055-X),"Kuching, Sarawak",,"ConsultantsConsultants , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956410?type=standard&ref=search-standalone
Assistant Branch Manager,ROCK MAESTRO SDN. BHD.,"Kuching, Sarawak",,"Event ManagementEvent Management , Marketing & Communications(Marketing & Communications)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75935324?type=standard&ref=search-standalone
Software Developer,Katimas Sdn Bhd,"Kuching, Sarawak",,"Developers/ProgrammersDevelopers/Programmers , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980221?type=standard&ref=search-standalone
PEKERJA AM,JAYALU SDN BHD,"Kuching, Sarawak",,"Foreperson/SupervisorsForeperson/Supervisors , Construction(Construction)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980458?type=standard&ref=search-standalone
Account Executive,IG ICE CREAM SDN. BHD.,"Kuching, Sarawak",,"Account & Relationship ManagementAccount & Relationship Management , Sales(Sales)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934789?type=standard&ref=search-standalone
Account Assistant,Thien Lee Marketing Sdn Bhd,"Kuching, Sarawak",,"Accounts Officers/ClerksAccounts Officers/Clerks , Accounting(Accounting)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75897102?type=standard&ref=search-standalone
Lorry Attendant,ARCTIC BLUE TRADING SDN BHD,"Kuching, Sarawak",,"PharmacyPharmacy , Healthcare & Medical(Healthcare & Medical)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980070?type=standard&ref=search-standalone
Human Resource Assistant,DAYA KUASA SURIA SND BHD,"Kuching, Sarawak",,"Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,26d ago,Jobstreet,https://www.jobstreet.com.my/job/75897918?type=standard&ref=search-standalone
MARKETING EXECUTIVE (PROPERTY DIVISION),Cahya Mata Professionals Sdn Bhd,"Kuching, Sarawak",,"Marketing CommunicationsMarketing Communications , Marketing & Communications(Marketing & Communications)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934467?type=standard&ref=search-standalone
DRAFTER,MEGA SALUTES SDN BHD,"Kuching, Sarawak",,"Architectural DraftingArchitectural Drafting , Design & Architecture(Design & Architecture)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934451?type=standard&ref=search-standalone
Cashier,Kozi Square Sdn Bhd,"Kuching, Sarawak",,"Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956758?type=standard&ref=search-standalone
Purchasing Clerk,Grand Supreme Hotel,"Kuching, Sarawak",,"Couriers, Drivers & Postal ServicesCouriers, Drivers & Postal Services , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934992?type=standard&ref=search-standalone
Customer Care Executive,KVC Industrial Supplies Sdn Bhd,"Kuching, Sarawak",,"Marketing CommunicationsMarketing Communications , Marketing & Communications(Marketing & Communications)",,09-06-2024,26d ago,Jobstreet,https://www.jobstreet.com.my/job/75897175?type=standard&ref=search-standalone
ENGINEER,GOLDEN STEM SDN. BHD.,"Kuching, Sarawak",,"Farm ManagementFarm Management , Farming, Animals & Conservation(Farming, Animals & Conservation)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934434?type=standard&ref=search-standalone
Lorry driver,Wak Thong Sdn Bhd,"Kuching, Sarawak",,"Warehousing, Storage & DistributionWarehousing, Storage & Distribution , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,22d ago,Jobstreet,https://www.jobstreet.com.my/job/75986005?type=standard&ref=search-standalone
RETAIL MANAGER,Lea Holdings (M) Sdn. Bhd.,"Kuching, Sarawak",,"Management - Department/AssistantManagement - Department/Assistant , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75897751?type=standard&ref=search-standalone
COOK,SIANG SIANG MJC FOOD COURT SDN. BHD.,"Kuching, Sarawak",,"Chefs/CooksChefs/Cooks , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75934664?type=standard&ref=search-standalone
Purchasing assistant,DAYA KUASA SURIA SND BHD,"Kuching, Sarawak",,"Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",,09-06-2024,26d ago,Jobstreet,https://www.jobstreet.com.my/job/75896604?type=standard&ref=search-standalone
chef restaurant,AFTER 4 CULINARY FOOD SOLUTION SDN BHD,"Kuching, Sarawak",,"Chefs/CooksChefs/Cooks , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980361?type=standard&ref=search-standalone
CIVIL ENGINEER,Junda Realty Sdn Bhd,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75935075?type=standard&ref=search-standalone
general worker cafe,AFTER 4 CULINARY FOOD SOLUTION SDN BHD,"Kuching, Sarawak",,"Kitchen & Sandwich HandsKitchen & Sandwich Hands , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75979938?type=standard&ref=search-standalone
